institution_id,criterion,value,category_type,category,criterion_cat,n_true,p_true,p_rank
7,support,1,sub,hopeful_words,"    ""Support""    ",13,0.35135135135135137,42
8,support,1,sub,hopeful_words,"    ""Support""    ",15,0.40540540540540543,32
9,support,1,sub,hopeful_words,"    ""Support""    ",19,0.5135135135135135,14
10,support,0,sub,hopeful_words,"    ""Support""    ",10,0.2702702702702703,51
11,support,0,sub,hopeful_words,"    ""Support""    ",13,0.35135135135135137,43
12,support,1,sub,hopeful_words,"    ""Support""    ",20,0.5405405405405406,11
13,support,1,sub,hopeful_words,"    ""Support""    ",22,0.5945945945945946,5
14,support,1,sub,hopeful_words,"    ""Support""    ",14,0.3783783783783784,37
15,support,1,sub,hopeful_words,"    ""Support""    ",19,0.5135135135135135,15
16,support,0,sub,hopeful_words,"    ""Support""    ",16,0.43243243243243246,30
17,support,0,sub,hopeful_words,"    ""Support""    ",20,0.5405405405405406,12
18,support,0,sub,hopeful_words,"    ""Support""    ",18,0.4864864864864865,20
19,support,1,sub,hopeful_words,"    ""Support""    ",17,0.4594594594594595,25
20,support,0,sub,hopeful_words,"    ""Support""    ",20,0.5405405405405406,13
21,support,1,sub,hopeful_words,"    ""Support""    ",14,0.3783783783783784,38
22,support,1,sub,hopeful_words,"    ""Support""    ",21,0.5675675675675675,6
23,support,0,sub,hopeful_words,"    ""Support""    ",15,0.40540540540540543,33
24,support,1,sub,hopeful_words,"    ""Support""    ",19,0.5135135135135135,16
25,support,0,sub,hopeful_words,"    ""Support""    ",18,0.4864864864864865,21
26,support,0,sub,hopeful_words,"    ""Support""    ",10,0.2702702702702703,52
27,support,1,sub,hopeful_words,"    ""Support""    ",26,0.7027027027027027,1
28,support,0,sub,hopeful_words,"    ""Support""    ",17,0.4594594594594595,26
29,support,0,sub,hopeful_words,"    ""Support""    ",11,0.2972972972972973,50
30,support,0,sub,hopeful_words,"    ""Support""    ",13,0.35135135135135137,44
31,support,0,sub,hopeful_words,"    ""Support""    ",21,0.5675675675675675,7
32,support,1,sub,hopeful_words,"    ""Support""    ",15,0.40540540540540543,34
33,support,1,sub,hopeful_words,"    ""Support""    ",25,0.6756756756756757,2
34,support,1,sub,hopeful_words,"    ""Support""    ",9,0.24324324324324326,54
35,support,1,sub,hopeful_words,"    ""Support""    ",8,0.21621621621621623,55
36,support,1,sub,hopeful_words,"    ""Support""    ",19,0.5135135135135135,17
37,support,1,sub,hopeful_words,"    ""Support""    ",16,0.43243243243243246,31
38,support,0,sub,hopeful_words,"    ""Support""    ",18,0.4864864864864865,22
39,support,1,sub,hopeful_words,"    ""Support""    ",12,0.32432432432432434,49
40,support,1,sub,hopeful_words,"    ""Support""    ",13,0.35135135135135137,45
41,support,0,sub,hopeful_words,"    ""Support""    ",17,0.4594594594594595,27
42,support,1,sub,hopeful_words,"    ""Support""    ",19,0.5135135135135135,18
43,support,0,sub,hopeful_words,"    ""Support""    ",21,0.5675675675675675,8
44,support,0,sub,hopeful_words,"    ""Support""    ",19,0.5135135135135135,19
45,support,1,sub,hopeful_words,"    ""Support""    ",7,0.1891891891891892,56
46,support,1,sub,hopeful_words,"    ""Support""    ",15,0.40540540540540543,35
47,support,1,sub,hopeful_words,"    ""Support""    ",14,0.3783783783783784,39
48,support,1,sub,hopeful_words,"    ""Support""    ",21,0.5675675675675675,9
49,support,1,sub,hopeful_words,"    ""Support""    ",13,0.35135135135135137,46
50,support,0,sub,hopeful_words,"    ""Support""    ",17,0.4594594594594595,28
51,support,1,sub,hopeful_words,"    ""Support""    ",18,0.4864864864864865,23
52,support,0,sub,hopeful_words,"    ""Support""    ",21,0.5675675675675675,10
53,support,0,sub,hopeful_words,"    ""Support""    ",18,0.4864864864864865,24
54,support,1,sub,hopeful_words,"    ""Support""    ",13,0.35135135135135137,47
55,support,0,sub,hopeful_words,"    ""Support""    ",13,0.35135135135135137,48
56,support,1,sub,hopeful_words,"    ""Support""    ",14,0.3783783783783784,40
1,hopeful_words,1,main,hopeful_words,Hopeful language,24,0.6486486486486487,3
2,hopeful_words,1,main,hopeful_words,Hopeful language,14,0.3783783783783784,36
3,hopeful_words,1,main,hopeful_words,Hopeful language,13,0.35135135135135137,41
4,hopeful_words,1,main,hopeful_words,Hopeful language,9,0.24324324324324326,53
5,hopeful_words,1,main,hopeful_words,Hopeful language,16,0.43243243243243246,29
6,hopeful_words,1,main,hopeful_words,Hopeful language,23,0.6216216216216216,4
7,hopeful_words,1,main,hopeful_words,Hopeful language,13,0.35135135135135137,42
8,hopeful_words,1,main,hopeful_words,Hopeful language,15,0.40540540540540543,32
9,hopeful_words,1,main,hopeful_words,Hopeful language,19,0.5135135135135135,14
10,hopeful_words,1,main,hopeful_words,Hopeful language,10,0.2702702702702703,51
11,hopeful_words,1,main,hopeful_words,Hopeful language,13,0.35135135135135137,43
12,hopeful_words,1,main,hopeful_words,Hopeful language,20,0.5405405405405406,11
13,hopeful_words,1,main,hopeful_words,Hopeful language,22,0.5945945945945946,5
14,hopeful_words,1,main,hopeful_words,Hopeful language,14,0.3783783783783784,37
15,hopeful_words,1,main,hopeful_words,Hopeful language,19,0.5135135135135135,15
16,hopeful_words,1,main,hopeful_words,Hopeful language,16,0.43243243243243246,30
17,hopeful_words,1,main,hopeful_words,Hopeful language,20,0.5405405405405406,12
18,hopeful_words,1,main,hopeful_words,Hopeful language,18,0.4864864864864865,20
19,hopeful_words,1,main,hopeful_words,Hopeful language,17,0.4594594594594595,25
20,hopeful_words,1,main,hopeful_words,Hopeful language,20,0.5405405405405406,13
21,hopeful_words,1,main,hopeful_words,Hopeful language,14,0.3783783783783784,38
22,hopeful_words,1,main,hopeful_words,Hopeful language,21,0.5675675675675675,6
23,hopeful_words,1,main,hopeful_words,Hopeful language,15,0.40540540540540543,33
24,hopeful_words,1,main,hopeful_words,Hopeful language,19,0.5135135135135135,16
25,hopeful_words,1,main,hopeful_words,Hopeful language,18,0.4864864864864865,21
26,hopeful_words,1,main,hopeful_words,Hopeful language,10,0.2702702702702703,52
27,hopeful_words,1,main,hopeful_words,Hopeful language,26,0.7027027027027027,1
28,hopeful_words,1,main,hopeful_words,Hopeful language,17,0.4594594594594595,26
29,hopeful_words,1,main,hopeful_words,Hopeful language,11,0.2972972972972973,50
30,hopeful_words,1,main,hopeful_words,Hopeful language,13,0.35135135135135137,44
31,hopeful_words,1,main,hopeful_words,Hopeful language,21,0.5675675675675675,7
32,hopeful_words,1,main,hopeful_words,Hopeful language,15,0.40540540540540543,34
33,hopeful_words,1,main,hopeful_words,Hopeful language,25,0.6756756756756757,2
34,hopeful_words,1,main,hopeful_words,Hopeful language,9,0.24324324324324326,54
35,hopeful_words,1,main,hopeful_words,Hopeful language,8,0.21621621621621623,55
36,hopeful_words,1,main,hopeful_words,Hopeful language,19,0.5135135135135135,17
37,hopeful_words,1,main,hopeful_words,Hopeful language,16,0.43243243243243246,31
38,hopeful_words,1,main,hopeful_words,Hopeful language,18,0.4864864864864865,22
39,hopeful_words,1,main,hopeful_words,Hopeful language,12,0.32432432432432434,49
40,hopeful_words,1,main,hopeful_words,Hopeful language,13,0.35135135135135137,45
41,hopeful_words,1,main,hopeful_words,Hopeful language,17,0.4594594594594595,27
42,hopeful_words,1,main,hopeful_words,Hopeful language,19,0.5135135135135135,18
43,hopeful_words,1,main,hopeful_words,Hopeful language,21,0.5675675675675675,8
44,hopeful_words,1,main,hopeful_words,Hopeful language,19,0.5135135135135135,19
45,hopeful_words,1,main,hopeful_words,Hopeful language,7,0.1891891891891892,56
46,hopeful_words,1,main,hopeful_words,Hopeful language,15,0.40540540540540543,35
47,hopeful_words,1,main,hopeful_words,Hopeful language,14,0.3783783783783784,39
48,hopeful_words,1,main,hopeful_words,Hopeful language,21,0.5675675675675675,9
49,hopeful_words,1,main,hopeful_words,Hopeful language,13,0.35135135135135137,46
50,hopeful_words,1,main,hopeful_words,Hopeful language,17,0.4594594594594595,28
51,hopeful_words,1,main,hopeful_words,Hopeful language,18,0.4864864864864865,23
52,hopeful_words,1,main,hopeful_words,Hopeful language,21,0.5675675675675675,10
53,hopeful_words,1,main,hopeful_words,Hopeful language,18,0.4864864864864865,24
54,hopeful_words,1,main,hopeful_words,Hopeful language,13,0.35135135135135137,47
55,hopeful_words,1,main,hopeful_words,Hopeful language,13,0.35135135135135137,48
56,hopeful_words,1,main,hopeful_words,Hopeful language,14,0.3783783783783784,40
